,name,radius,mass,distance
1312,WISE 0929+0409,64.9,,
1313,WISE 0952+1955,72.1,,
1314,WISE 1018-2445,47.6,,
1315,WISE 1019+6529,56.8,,
1316,WISE 1039-1600,47.3,,
1317,WISE 1042-3842,53.2,,
1318,WISE 1051-2138,40.8,,
1319,WISE 1122+2550,57.7,,
1320,WISE 1124-0421,50.6,,
1321,WISE 1147-2040,102,,
1322,WISE 1150+6302,32.9,,
1323,WISE 1217+1626A,34.2,12,
1324,WISE 1217+1626B,34.2,6,
1325,WISE 1225-1013,55.4,,
1326,WISE 1311+0122,44.4,,
1327,WISE 1311+3629,86.1,,
1328,WISE 1318-1758,32.9,,
1329,WISE 1320+6034,56.1,,
1330,WISE 1322-2340,33.9,,
1331,WISE 1348+6603,91,,
1332,WISE 1405+5534,25.3,30,0.86
1333,WISE 1433-0837,84.8,,
1334,WISE 1436-1814,60,,
1335,WISE 1457+5815,52.2,,
1336,WISE 1506+7027,11.1,,
1337,WISE 1517+0529,72.4,,
1338,WISE 1519+7009,50.9,,
1339,WISE 1523+3125,84.5,,
1340,WISE 1541-2250,20,,
1341,WISE 1542+2230,41.1,,
1342,WISE 1612-3420,55.4,,
1343,WISE 1614+1739,32.6,,
1344,WISE 1617+1807,50.2,,
1345,WISE 1622-0959,52.2,,
1346,WISE 1627+3255,50.2,,
1347,WISE 1639-6847,16.3,,
1348,WISE 1647+5632,28,,
1349,WISE 1653+4444,39.5,,
1350,WISE 1711+3500,60.3,,
1351,WISE 1717+6129,72.7,,
1352,WISE 1721+1117,62.3,,
1353,WISE 1728+5716,97.8,,
1354,WISE 1738+2732,20,,
1355,WISE 1741+2553,18.9,,
1356,WISE 1746-0338,83.8,,
1357,WISE 1800+0134,28.7,57,
1358,WISE 1804+3117,30,,
1359,WISE 1809+3838,74.4,,
1360,WISE 1812+2721,47,,
1361,WISE 1828+2650,36,,
1362,WISE 1830+4542,107,,
1363,WISE 1841+7000,131.1,,
1364,WISE 1852+3537,55.4,,
1365,WISE 1906+4508,51.5,,
1366,WISE 1928+2356,22.8,,
1367,WISE 1952+7240,44.4,,
1368,WISE 1959-3338,37.2,,
1369,WISE 2030+0749,34.2,,
1370,WISE 2014+0424,96.2,,
1371,WISE 2015+6646,50.6,,
1372,WISE 2018-7423,47.9,,
1373,WISE 2019-1148,42.4,,
1374,WISE 2056+1459,24.5,,
1375,WISE 2134-7137,42.7,,
1376,WISE 2157+2659,61.6,,
1377,WISE 2209-2734,46,,
1378,WISE 2213+0911,58.7,,
1379,WISE 2220-3628,26.4,,
1380,WISE 2226+0440,45,,
1381,WISE 2237-0614,53.5,,
1382,WISE 2237+7228,46,,
1383,WISE 2239+1617,59.7,,
1384,WISE 2255-3118,44.7,,
1385,WISE 2301+0216,60.7,,
1386,WISE 2313-8037,35.9,,
1387,WISE 2319-1844,52.2,,
1388,WISE 2325-4105,37.5,,
1389,WISE 2327-2730,70.8,,
1390,WISE 2335+4222,90.3,,
1391,WISE 2340-0745,37.8,,
1392,WISE 2342+0856,51.2,,
1393,WISE 2343-7418,48.6,,
1394,WISE 2344+1034,46,,
1395,WISE 2348-1028,54.1,,
1396,WISE 2357+1227,54.8,,
1397,WISE 2359-7335,42.7,,
1398,WISEA 1101+5400,111,,
1399,2M1510,120,,
1400,SDSS J000013.54+255418.6 [de],46.1,48,0.99
1401,2MASS J00040288-6410358,192,19,1.63
1402,LHS 102BC,,,
1403,2MASS J00242463-0158201,37.7,79,1.09
1404,2MASS J00250365+4759191AB,143,,
1405,2MASS J00274197+0503417,236,31,1.44
1406,2MASS J00275592+2219328,46.9,,
1407,2MASSW J0030300-145033,87.2,54,0.98
1408,2MASS J00332386-1521309 [de],131,29,1.43
1409,2MASS J00345157+0523050,31,42,0.94
1410,2MASS 0036+1821,28.6,42,0.94
1411,2MASSW J0045214+163445,57,23,1.62
1412,WISEP J004701.06+680352.1 [fr],40,12,1.3
1413,2MASS J00501994-3322402 [de],34,40,0.94
1414,2MASS J00034227-2822410,,,
1415,2MASS J00584253-0651239 [de],96,29,1.43
1416,CFBDS J005910.90–011401.3,30,23,
1417,2MASSI J0103320+193536,70,52,0.98
1418,SDSSp J010752.33+004156.1 [de],51,52,0.98
1419,2MASSI J0117474-340325 [de],163,20,1.62
1420,2MASS J01415823-4633574 [de],130,20,1.61
1421,SDSS J015141.69+124429.6,70,47,0.97
1422,DENIS-P J020529.0−115925A,65,,
1423,DENIS-P J020529.0−115925B,65,,
1424,DENIS-P J020529.0−115925C,65,,
1425,SDSS J020742.48+000056.2 [de],111,47,0.97
1426,2MASS J02103857-3015313,101,15,1.53
1427,2MASS J02340093-6442068,155,20,1.62
1428,2MASS J02411151-0326587 [de],152,27,1.41
1429,2MASS J02431371−2453298,35,33,0.99
1430,LP 771-21,53,78,1.08
1431,2MASS J02511327+0047364,,,
1432,2MASS J02535980+3206373,184,65,1.9
1433,WISE J0254+0223,24,65,1.9
1434,DEN 0255-4700,16.2,80,0.97
1435,2MASS J03185403-3421292 [de],45,49,0.97
1436,2MASS J03205965+1854233,47,88,1.15
1437,2MASS J03231002-4631237,192,23,1.66
1438,SDSS J032553.17+042540.1,59,45,0.95
1439,2MASS J03264225-2102057 [de],80,18,1.3
1440,2MASS J03284265+2302051 [de],98,54,0.98
1441,2MASS J03341218-4953322,27.0,73,1.04
1442,LP 944-20,20.9,73,1.43
1443,2MASP J0345432+254023,88,74,1.05
1444,Teide 1,380,55,3.78
1445,2MASS J03510004-0052452,48,102,1.27
1446,2MASS J03552337+1133437,29.8,20,1.32
1447,DENIS-P J035726.9-441730 [de],130,,
1448,2MASS J04151954−0935066,18.6,30,0.95
1449,SDSSp J042348.57-041403.5 [de],50,,
1450,2MASS J04285096-2253227 [de],85,80,1.09
1451,2MASS J04351612-1606574,34,100,1.26
1452,2MASS J04362788-4114465,142,39,1.97
1453,2MASS J04390101-2353083 [de],29.5,48,0.97
1454,2MASS J04414489+2301513,470,19,
1455,2MASS J04433764+0002040,82,22,1.78
1456,2MASS J04455387-3048204 [de],42,64,1.00
1457,2MASS J04510093-3402150 [de],69,72,1.04
1458,2MASS J05002100+0330501 [de],44,64,1.00
1459,2MASS J05012406-0010452 [de],64,21,1.38
1460,2MASS J05160945-0445499 [de],73,47,0.97
1461,2MASS J0523−1403,40,68,1.01
1462,2MASS 0532+8246,81,83,
1463,SDSS J053951.99-005902.0,41.62,61,1.01
1464,2MASS J05591914-1404488 [de],34,,
1465,LSR 0602+3910 [de],34.6,28,1.41
1466,2MASS J06085283-2753583,102,38,1.51
1467,WISEP J061135.13-041024.0A,69,65,
1468,WISEP J061135.13-041024.0B,69,53,
1469,2MASS J06244595-4521548 [de],39,56,0.99
1470,2MASS J06411840-4322329 [de],65,67,1.01
1471,DENIS-P J0652197-253450 [de],51,75,1.05
1472,2MASS J07003664+3157266 [de],40,,
1473,2MASS J07075327-4900503,60,72,1.03
1474,UGPS J072227.51-054031.2,13.4,26,0.98
1475,2MASSI J0727182+171001 [de],29.6,41,0.94
1476,2MASS J07290002-3954043 [de],25.8,37,0.94
1477,SDSS J074201.41+205520.5 [de],49,43,0.94
1478,2MASS J0746425+200032 [fr],49.6,,
1479,DENIS-P J0751164-253043 [de],55,71,1.03
1480,2MASS J07522390+1612157,60,68,2.01
1481,DENIS J081730.0-615520,16.1,44,0.94
1482,DENIS J082303.1−491201A,67,44,
1483,DENIS J082303.1−491201B,67,28,
1484,2MASS J08251968+2115521 [de],35,52,0.98
1485,SDSSp J083008.12+482847.4 [de],43,48,0.99
1486,LHS 2021,55,88,1.15
1487,SDSS J083048.80+012831.1 [de],77,46,0.96
1488,2MASSI J0835425-081923 [de],23.53,62,1.00
1489,2MASSI J0847287-153237 [de],43,64,1.00
1490,2MASS J08533619-0329321,27.6,77,1.07
1491,2MASSI J0859254-194926 [de],50,50,0.98
1492,2MASSW J0920122+351742 [de],95,,
1493,2MASSI J0937347+293142,20.0,42,0.94
1494,2MASS 0939−2448,17.4,32,0.95
1495,2MASS J09490860-1545485 [de],59,49,0.96
1496,2MASS J10073369-4555147,46,44,0.94
1497,2MASSI J1010148-040649 [de],55,51,0.98
1498,2MASSI J1017075+130839 [de],108,,
1499,SDSS J102109.69-030420.1,95,,
1500,2MASS J10224821+5825453 [de],60,27,1.41
1501,2MASSW J1036530-344138 [de],53,49,0.97
1502,2MASS J1047538+212423 [de],34.4,42,0.94
1503,Luhman 16B,6.516,43,1.02
1504,Luhman 16A,6.516,40,1.01
1505,DENIS-P J1058.7−1548,49,64,1.00
1506,TWA 28,180,36,2.39
1507,Cha 110913-773444,163,8,1.8
1508,OTS 44,554,15,
1509,SDSS J111010.01+011613.1,63,9,1.24
1510,2MASS J11145133−2618235,18.2,33,0.96
1511,TWA 26,137,30,2.20
1512,2MASSW J1146345+223053,89,,
1513,2MASS J11544223-3400390 [de],129,37,1.50
1514,2MASSW J1155395-372735 [de],31,64,1.00
1515,TWA 27A,,,
1516,TWA 27B,,,
1517,2MASS J12074836-3900043,217,17,1.71
1518,2MASSI J1217110-031113 [de],36,42,0.94
1519,2MASS J12255432-2739466,43,,
1520,DENIS-P J1228.2-1547,66,,
1521,2M 1237+6526,45.6,41,0.94
1522,2MASSW J1239272+551537 [de],119,,
1523,TWA 29,262,25,2.00
1524,SDSSp J125453.90-012247.4 [de],38,47,0.98
1525,Kelu-1A,61,63,0.98
1526,Kelu-1B,61,58,0.98
1527,2MASS J13204427+0409045,101,67,1.01
1528,SDSSp J132629.82-003831.5 [de],65,51,0.97
1529,SDSSp J134646.45-003150.4 [de],48,44,0.94
1530,2MASS J13595510-4034582,51,63,1.00
1531,ULAS J141623.94+134836.3,29.7,32,0.96
1532,SDSS J141659.78+500626.4 [de],149,59,0.99
1533,DENIS-P J142527.97-365023.4 [de],38,21,1.32
1534,LHS 2924,38.5,76,1.06
1535,2MASS J14392837+1929150,47,72,1.03
1536,LSPM J1440+1339,72,92,1.19
1537,2MASS J14482563+1031590 [de],47,59,0.99
1538,CFBDSIR 1458+10A,104,11.1,1.5
1539,CFBDSIR 1458+10B,104,9,1.3
1540,TVLM 513-46546,35.1,75,1.05
1541,2MASS 1503+2525,20.7,44,0.94
1542,CFBDS J150411+102717,71,44,0.94
1543,2MASSW J1506544+132106 [de],46,69,1.02
1544,2MASS 1507−1627,23.9,60,0.99
1545,TVLM 868-110639,53,79,1.08
1546,SDSS J151114.66+060742.9 [de],89,,
1547,2MASSW J1515008+484742 [de],34,57,0.99
1548,2MASSI J1526140+204341 [de],67,54,0.98
1549,DENIS-P J153941.96-052042.4 [de],51,63,1.00
1550,2MASS J15462718-3325111 [de],37,44,0.94
1551,2MASSW J1552591+294849 [de],68,30,1.43
1552,2MASSW J1555157-095605 [de],44,71,1.03
1553,2MASS J16150413+1340079 [de],48,42,0.94
1554,SDSSp J162414.37+002915.6 [de],36,43,0.94
1555,2MASS J16262034+3925190 [de],110,71,1.03
1556,2MASSW J1632291+190441 [de],50,49,0.97
1557,WISEPA J164715.59+563208.2,28,41,0.94
1558,LSPM J1658+7027 [de],60,73,1.04
1559,2MASSI J1726000+153819,114,24,1.40
1560,2MASSW J1728114+394859,79,,
1561,SDSSp J175032.96+175903.9,90,47,0.97
1562,2MASS J18283572-4849046,39,45,0.95
1563,LSR J1835+3259,18.5,77,1.07
1564,2MASSW J1841086+311727,138,67,1.01
1565,2MASS J18432213+4040209,46,96,1.22
1566,2MASS J20004841-7523070,105,25,1.88
1567,SDSS J204749.61-071818.3,65,46,0.96
1568,2MASSI J2057540-025230,47,70,1.02
1569,2MASSW J2101154+175658,108,,
1570,2MASSI J2104149-103736,62,69,1.02
1571,PSO J318.5−22,80,6.5,1.53
1572,HB 2124-4228,113,94,1.21
1573,2MASS J21392676+0220226,32.1,46,0.96
1574,2MASS J21481628+4003593,26.3,55,0.99
1575,2MASS J14112131-2119503,,,
1576,2MASSW J2206450-421721,93,22,1.33
1577,2MASSW J2208136+292121,154,27,1.41
1578,2MASSW J2224438-015852,38,61,0.99
1579,2MASS J22282889-4310262,35,42,0.94
1580,2MASS J22373255+3922398,64,73,1.04
1581,2MASSW J2244316+204343,56,12,1.29
1582,2MASS J23224684-3133231,56,24,1.39
1583,2MASS J23225299-6151275,148,17,1.59
1584,2MASS J23515044-2537367,67,88,1.16
1585,2MASSI J2356547-155310,74,80,1.09
1586,WISE 0005+3737,23.2,,
1587,WISE 0008-1739,87.1,,
1588,WISE 0015-4615,48.6,,
1589,WISE 0031-3840,71.8,,
1590,WISE 0032-4946,62.9,,
1591,WISE 0038+2758,36.9,,
1592,WISE 0038+8405,101.8,,
1593,WISE 0040+0900,47.6,,
1594,WISE 0049+0441,62.6,,
1595,WISE 0049+2151,24.1,,
1596,WISE 0106+1518,142.9,,
1597,WISE 0123+4142,67.2,,
1598,WISE 0135+1715,77.3,,
1599,WISE 0138-0322,57.7,,
1600,WISE 0146+4234,20.5,,
1601,WISE 0148-7202,30,,
1602,WISE 0150+3827,61.3,,
1603,WISE 0206+2640,58.4,,
1604,WISE 0221+3842,73.1,,
1605,WISE 0223-2932,47,,
1606,WISE 0226-0211,91,,
1607,WISE 0241-3653,53.8,,
1608,WISE 0245-3450,56.1,,
1609,WISE 0247+3725,57.1,,
1610,WISE 0305+3954,75,,
1611,WISE 0307+2904,82.8,,
1612,WISE 0313+7807,28,,
1613,WISE 0316+4307,106.3,,
1614,WISE 0321-7347,84.8,,
1615,WISE 0323-6025,45.3,,
1616,WISE 0325-3854,51.2,,
1617,WISE 0325+0831,36.5,,
1618,WISE 0333-5856,54.8,,
1619,WISE 0335+4310,45.7,,
1620,WISE 0336-0143,55.4,,
1621,WISE 0350-5658,17.7,,
1622,WISE 0359-5401,19.2,,
1623,WISE 0410+1502,20,6,1.17
1624,WISE 0410+1411,85.8,,
1625,WISE 0413-4750,66.2,,
1626,WISE 0448-1935,69.8,,
1627,WISE 0458+6434A,35.9,15,4.2
1628,WISE 0458+6434B,35.9,10,3.8
1629,WISE 0500-1223,47,,
1630,WISE 0513+0608,44.7,,
1631,WISE 0525+6739,98.2,,
1632,WISE 0528-3308,57.4,,
1633,WISE 0535-7500,47,,
1634,WISE 0539-1034,84.8,,
1635,WISE 0542-1628,50.6,,
1636,WISE 0607+2429,25.4,,
1637,WISE 0611-0410,57.7,,
1638,WISE 0612-4920,95.2,,
1639,WISE 0612-3036,64.9,,
1640,WISE 0614+3912,50.2,,
1641,WISE 0614+0951,51.5,,
1642,WISE 0623-0456,37.5,,
1643,WISE 0625+5646,67.2,,
1644,WISE 0627-1114,37.2,,
1645,WISE 0647-6232,28,,
1646,WISE 0656+4205,54.1,,
1647,WISE 0713-2917,23.2,,
1648,WISE 0723+3403,45.7,,
1649,WISE 0733+7544,78.3,,
1650,WISE 0734-7157,34.9,,
1651,WISE 0744+5628,47.3,,
1652,WISE 0750+2725,51.5,,
1653,WISE 0751-7634,39.1,,
1654,WISE 0759-4904,38.8,,
1655,WISE 0811-8051,32,,
1656,WISE 0812+4021,63.6,,
1657,WISE 0819-0335,46,,
1658,WISE 0821+1443,68.2,,
1659,WISE 0836-1859,72.4,,
1660,WISE 0857+5604,42.1,,
1661,WISE 0906+4735,51.5,,
1662,WISE 0929+0409,64.9,,
1663,WISE 0952+1955,72.1,,
1664,WISE 1018-2445,47.6,,
1665,WISE 1019+6529,56.8,,
1666,WISE 1039-1600,47.3,,
1667,WISE 1042-3842,53.2,,
1668,WISE 1051-2138,40.8,,
1669,WISE 1122+2550,57.7,,
1670,WISE 1124-0421,50.6,,
1671,WISE 1147-2040,102,,
1672,WISE 1150+6302,32.9,,
1673,WISE 1217+1626A,34.2,12,
1674,WISE 1217+1626B,34.2,6,
1675,WISE 1225-1013,55.4,,
1676,WISE 1311+0122,44.4,,
1677,WISE 1311+3629,86.1,,
1678,WISE 1318-1758,32.9,,
1679,WISE 1320+6034,56.1,,
1680,WISE 1322-2340,33.9,,
1681,WISE 1348+6603,91,,
1682,WISE 1405+5534,25.3,30,0.86
1683,WISE 1433-0837,84.8,,
1684,WISE 1436-1814,60,,
1685,WISE 1457+5815,52.2,,
1686,WISE 1506+7027,11.1,,
1687,WISE 1517+0529,72.4,,
1688,WISE 1519+7009,50.9,,
1689,WISE 1523+3125,84.5,,
1690,WISE 1541-2250,20,,
1691,WISE 1542+2230,41.1,,
1692,WISE 1612-3420,55.4,,
1693,WISE 1614+1739,32.6,,
1694,WISE 1617+1807,50.2,,
1695,WISE 1622-0959,52.2,,
1696,WISE 1627+3255,50.2,,
1697,WISE 1639-6847,16.3,,
1698,WISE 1647+5632,28,,
1699,WISE 1653+4444,39.5,,
1700,WISE 1711+3500,60.3,,
1701,WISE 1717+6129,72.7,,
1702,WISE 1721+1117,62.3,,
1703,WISE 1728+5716,97.8,,
1704,WISE 1738+2732,20,,
1705,WISE 1741+2553,18.9,,
1706,WISE 1746-0338,83.8,,
1707,WISE 1800+0134,28.7,57,
1708,WISE 1804+3117,30,,
1709,WISE 1809+3838,74.4,,
1710,WISE 1812+2721,47,,
1711,WISE 1828+2650,36,,
1712,WISE 1830+4542,107,,
1713,WISE 1841+7000,131.1,,
1714,WISE 1852+3537,55.4,,
1715,WISE 1906+4508,51.5,,
1716,WISE 1928+2356,22.8,,
1717,WISE 1952+7240,44.4,,
1718,WISE 1959-3338,37.2,,
1719,WISE 2030+0749,34.2,,
1720,WISE 2014+0424,96.2,,
1721,WISE 2015+6646,50.6,,
1722,WISE 2018-7423,47.9,,
1723,WISE 2019-1148,42.4,,
1724,WISE 2056+1459,24.5,,
1725,WISE 2134-7137,42.7,,
1726,WISE 2157+2659,61.6,,
1727,WISE 2209-2734,46,,
1728,WISE 2213+0911,58.7,,
1729,WISE 2220-3628,26.4,,
1730,WISE 2226+0440,45,,
1731,WISE 2237-0614,53.5,,
1732,WISE 2237+7228,46,,
1733,WISE 2239+1617,59.7,,
1734,WISE 2255-3118,44.7,,
1735,WISE 2301+0216,60.7,,
1736,WISE 2313-8037,35.9,,
1737,WISE 2319-1844,52.2,,
1738,WISE 2325-4105,37.5,,
1739,WISE 2327-2730,70.8,,
1740,WISE 2335+4222,90.3,,
1741,WISE 2340-0745,37.8,,
1742,WISE 2342+0856,51.2,,
1743,WISE 2343-7418,48.6,,
1744,WISE 2344+1034,46,,
1745,WISE 2348-1028,54.1,,
1746,WISE 2357+1227,54.8,,
1747,WISE 2359-7335,42.7,,
1748,WISEA 1101+5400,111,,
1749,2M1510,120,,
1750,SDSS J000013.54+255418.6 [de],46.1,48,0.99
1751,2MASS J00040288-6410358,192,19,1.63
1752,LHS 102BC,,,
1753,2MASS J00242463-0158201,37.7,79,1.09
1754,2MASS J00250365+4759191AB,143,,
1755,2MASS J00274197+0503417,236,31,1.44
1756,2MASS J00275592+2219328,46.9,,
1757,2MASSW J0030300-145033,87.2,54,0.98
1758,2MASS J00332386-1521309 [de],131,29,1.43
1759,2MASS J00345157+0523050,31,42,0.94
1760,2MASS 0036+1821,28.6,42,0.94
1761,2MASSW J0045214+163445,57,23,1.62
1762,WISEP J004701.06+680352.1 [fr],40,12,1.3
1763,2MASS J00501994-3322402 [de],34,40,0.94
1764,2MASS J00034227-2822410,,,
1765,2MASS J00584253-0651239 [de],96,29,1.43
1766,CFBDS J005910.90–011401.3,30,23,
1767,2MASSI J0103320+193536,70,52,0.98
1768,SDSSp J010752.33+004156.1 [de],51,52,0.98
1769,2MASSI J0117474-340325 [de],163,20,1.62
1770,2MASS J01415823-4633574 [de],130,20,1.61
1771,SDSS J015141.69+124429.6,70,47,0.97
1772,DENIS-P J020529.0−115925A,65,,
1773,DENIS-P J020529.0−115925B,65,,
1774,DENIS-P J020529.0−115925C,65,,
1775,SDSS J020742.48+000056.2 [de],111,47,0.97
1776,2MASS J02103857-3015313,101,15,1.53
1777,2MASS J02340093-6442068,155,20,1.62
1778,2MASS J02411151-0326587 [de],152,27,1.41
1779,2MASS J02431371−2453298,35,33,0.99
1780,LP 771-21,53,78,1.08
1781,2MASS J02511327+0047364,,,
1782,2MASS J02535980+3206373,184,65,1.9
1783,WISE J0254+0223,24,65,1.9
1784,DEN 0255-4700,16.2,80,0.97
1785,2MASS J03185403-3421292 [de],45,49,0.97
1786,2MASS J03205965+1854233,47,88,1.15
1787,2MASS J03231002-4631237,192,23,1.66
1788,SDSS J032553.17+042540.1,59,45,0.95
1789,2MASS J03264225-2102057 [de],80,18,1.3
1790,2MASS J03284265+2302051 [de],98,54,0.98
1791,2MASS J03341218-4953322,27.0,73,1.04
1792,LP 944-20,20.9,73,1.43
1793,2MASP J0345432+254023,88,74,1.05
1794,Teide 1,380,55,3.78
1795,2MASS J03510004-0052452,48,102,1.27
1796,2MASS J03552337+1133437,29.8,20,1.32
1797,DENIS-P J035726.9-441730 [de],130,,
1798,2MASS J04151954−0935066,18.6,30,0.95
1799,SDSSp J042348.57-041403.5 [de],50,,
1800,2MASS J04285096-2253227 [de],85,80,1.09
1801,2MASS J04351612-1606574,34,100,1.26
1802,2MASS J04362788-4114465,142,39,1.97
1803,2MASS J04390101-2353083 [de],29.5,48,0.97
1804,2MASS J04414489+2301513,470,19,
1805,2MASS J04433764+0002040,82,22,1.78
1806,2MASS J04455387-3048204 [de],42,64,1.00
1807,2MASS J04510093-3402150 [de],69,72,1.04
1808,2MASS J05002100+0330501 [de],44,64,1.00
1809,2MASS J05012406-0010452 [de],64,21,1.38
1810,2MASS J05160945-0445499 [de],73,47,0.97
1811,2MASS J0523−1403,40,68,1.01
1812,2MASS 0532+8246,81,83,
1813,SDSS J053951.99-005902.0,41.62,61,1.01
1814,2MASS J05591914-1404488 [de],34,,
1815,LSR 0602+3910 [de],34.6,28,1.41
1816,2MASS J06085283-2753583,102,38,1.51
1817,WISEP J061135.13-041024.0A,69,65,
1818,WISEP J061135.13-041024.0B,69,53,
1819,2MASS J06244595-4521548 [de],39,56,0.99
1820,2MASS J06411840-4322329 [de],65,67,1.01
1821,DENIS-P J0652197-253450 [de],51,75,1.05
1822,2MASS J07003664+3157266 [de],40,,
1823,2MASS J07075327-4900503,60,72,1.03
1824,UGPS J072227.51-054031.2,13.4,26,0.98
1825,2MASSI J0727182+171001 [de],29.6,41,0.94
1826,2MASS J07290002-3954043 [de],25.8,37,0.94
1827,SDSS J074201.41+205520.5 [de],49,43,0.94
1828,2MASS J0746425+200032 [fr],49.6,,
1829,DENIS-P J0751164-253043 [de],55,71,1.03
1830,2MASS J07522390+1612157,60,68,2.01
1831,DENIS J081730.0-615520,16.1,44,0.94
1832,DENIS J082303.1−491201A,67,44,
1833,DENIS J082303.1−491201B,67,28,
1834,2MASS J08251968+2115521 [de],35,52,0.98
1835,SDSSp J083008.12+482847.4 [de],43,48,0.99
1836,LHS 2021,55,88,1.15
1837,SDSS J083048.80+012831.1 [de],77,46,0.96
1838,2MASSI J0835425-081923 [de],23.53,62,1.00
1839,2MASSI J0847287-153237 [de],43,64,1.00
1840,2MASS J08533619-0329321,27.6,77,1.07
1841,2MASSI J0859254-194926 [de],50,50,0.98
1842,2MASSW J0920122+351742 [de],95,,
1843,2MASSI J0937347+293142,20.0,42,0.94
1844,2MASS 0939−2448,17.4,32,0.95
1845,2MASS J09490860-1545485 [de],59,49,0.96
1846,2MASS J10073369-4555147,46,44,0.94
1847,2MASSI J1010148-040649 [de],55,51,0.98
1848,2MASSI J1017075+130839 [de],108,,
1849,SDSS J102109.69-030420.1,95,,
1850,2MASS J10224821+5825453 [de],60,27,1.41
1851,2MASSW J1036530-344138 [de],53,49,0.97
1852,2MASS J1047538+212423 [de],34.4,42,0.94
1853,Luhman 16B,6.516,43,1.02
1854,Luhman 16A,6.516,40,1.01
1855,DENIS-P J1058.7−1548,49,64,1.00
1856,TWA 28,180,36,2.39
1857,Cha 110913-773444,163,8,1.8
1858,OTS 44,554,15,
1859,SDSS J111010.01+011613.1,63,9,1.24
1860,2MASS J11145133−2618235,18.2,33,0.96
1861,TWA 26,137,30,2.20
1862,2MASSW J1146345+223053,89,,
1863,2MASS J11544223-3400390 [de],129,37,1.50
1864,2MASSW J1155395-372735 [de],31,64,1.00
1865,TWA 27A,,,
1866,TWA 27B,,,
1867,2MASS J12074836-3900043,217,17,1.71
1868,2MASSI J1217110-031113 [de],36,42,0.94
1869,2MASS J12255432-2739466,43,,
1870,DENIS-P J1228.2-1547,66,,
1871,2M 1237+6526,45.6,41,0.94
1872,2MASSW J1239272+551537 [de],119,,
1873,TWA 29,262,25,2.00
1874,SDSSp J125453.90-012247.4 [de],38,47,0.98
1875,Kelu-1A,61,63,0.98
1876,Kelu-1B,61,58,0.98
1877,2MASS J13204427+0409045,101,67,1.01
1878,SDSSp J132629.82-003831.5 [de],65,51,0.97
1879,SDSSp J134646.45-003150.4 [de],48,44,0.94
1880,2MASS J13595510-4034582,51,63,1.00
1881,ULAS J141623.94+134836.3,29.7,32,0.96
1882,SDSS J141659.78+500626.4 [de],149,59,0.99
1883,DENIS-P J142527.97-365023.4 [de],38,21,1.32
1884,LHS 2924,38.5,76,1.06
1885,2MASS J14392837+1929150,47,72,1.03
1886,LSPM J1440+1339,72,92,1.19
1887,2MASS J14482563+1031590 [de],47,59,0.99
1888,CFBDSIR 1458+10A,104,11.1,1.5
1889,CFBDSIR 1458+10B,104,9,1.3
1890,TVLM 513-46546,35.1,75,1.05
1891,2MASS 1503+2525,20.7,44,0.94
1892,CFBDS J150411+102717,71,44,0.94
1893,2MASSW J1506544+132106 [de],46,69,1.02
1894,2MASS 1507−1627,23.9,60,0.99
1895,TVLM 868-110639,53,79,1.08
1896,SDSS J151114.66+060742.9 [de],89,,
1897,2MASSW J1515008+484742 [de],34,57,0.99
1898,2MASSI J1526140+204341 [de],67,54,0.98
1899,DENIS-P J153941.96-052042.4 [de],51,63,1.00
1900,2MASS J15462718-3325111 [de],37,44,0.94
1901,2MASSW J1552591+294849 [de],68,30,1.43
1902,2MASSW J1555157-095605 [de],44,71,1.03
1903,2MASS J16150413+1340079 [de],48,42,0.94
1904,SDSSp J162414.37+002915.6 [de],36,43,0.94
1905,2MASS J16262034+3925190 [de],110,71,1.03
1906,2MASSW J1632291+190441 [de],50,49,0.97
1907,WISEPA J164715.59+563208.2,28,41,0.94
1908,LSPM J1658+7027 [de],60,73,1.04
1909,2MASSI J1726000+153819,114,24,1.40
1910,2MASSW J1728114+394859,79,,
1911,SDSSp J175032.96+175903.9,90,47,0.97
1912,2MASS J18283572-4849046,39,45,0.95
1913,LSR J1835+3259,18.5,77,1.07
1914,2MASSW J1841086+311727,138,67,1.01
1915,2MASS J18432213+4040209,46,96,1.22
1916,2MASS J20004841-7523070,105,25,1.88
1917,SDSS J204749.61-071818.3,65,46,0.96
1918,2MASSI J2057540-025230,47,70,1.02
1919,2MASSW J2101154+175658,108,,
1920,2MASSI J2104149-103736,62,69,1.02
1921,PSO J318.5−22,80,6.5,1.53
1922,HB 2124-4228,113,94,1.21
1923,2MASS J21392676+0220226,32.1,46,0.96
1924,2MASS J21481628+4003593,26.3,55,0.99
1925,2MASS J14112131-2119503,,,
1926,2MASSW J2206450-421721,93,22,1.33
1927,2MASSW J2208136+292121,154,27,1.41
1928,2MASSW J2224438-015852,38,61,0.99
1929,2MASS J22282889-4310262,35,42,0.94
1930,2MASS J22373255+3922398,64,73,1.04
1931,2MASSW J2244316+204343,56,12,1.29
1932,2MASS J23224684-3133231,56,24,1.39
1933,2MASS J23225299-6151275,148,17,1.59
1934,2MASS J23515044-2537367,67,88,1.16
1935,2MASSI J2356547-155310,74,80,1.09
1936,WISE 0005+3737,23.2,,
1937,WISE 0008-1739,87.1,,
1938,WISE 0015-4615,48.6,,
1939,WISE 0031-3840,71.8,,
1940,WISE 0032-4946,62.9,,
1941,WISE 0038+2758,36.9,,
1942,WISE 0038+8405,101.8,,
